"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"189TL",189,"TL","81",0,NA,"(1/2+)",NA,NA
"189TL",189,"TL","81",281,7,"(9/2-)","1.4 M",1
"189TL",189,"TL","81",0,NA,"(1/2+)",NA,NA
"189PB",189,"PB","82",0,NA,"(3/2-)",NA,NA
"189PB",189,"PB","82",549,1,"(3/2-)",NA,NA
"189PB",189,"PB","82",40,4,"(13/2+)",NA,NA
"189PB",189,"PB","82",677,1,"(13/2+)",NA,NA
"189BI",189,"BI","83",184,8,"(1/2+)","5.0 MS",1
"189BI",189,"BI","83",0,NA,"(9/2-)","658 MS",22
"189BI",189,"BI","83",99.6,5,"(7/2-)","10 NS",NA
"189BI",189,"BI","83",357.6,5,"(13/2+)","0.88 MS",5
"189PO",189,"PO","84",0,NA,"(5/2-)","3.5 MS",5
"189PO",189,"PO","84",194,NA,"(3/2-,5/2-,7/2-)",NA,NA
"190HG",190,"HG","80",0,NA,"0+",NA,NA
"190TL",190,"TL","81",NA,NA,"2(-)",NA,NA
"190TL",190,"TL","81",NA,NA,"(3+)","34 NS",NA
"190TL",190,"TL","81",NA,NA,"7(+)",NA,NA
"190TL",190,"TL","81",NA,NA,"(6+,7+)","0.25 NS",NA
"190TL",190,"TL","81",NA,NA,"(9-)","1 US",NA
"190TL",190,"TL","81",NA,NA,"(10-)","0.25 NS",NA
"190TL",190,"TL","81",NA,NA,"(11-)",NA,NA
"190PB",190,"PB","82",0,NA,"0+",NA,NA
"190PB",190,"PB","82",658,4,"0+",NA,NA
"190PB",190,"PB","82",774,NA,"2+",NA,NA
"190BI",190,"BI","83",NA,NA,"(3+)",NA,NA
"190BI",190,"BI","83",NA,NA,"(3+)",NA,NA
"190PO",190,"PO","84",3040.2,18,"(14+)",NA,NA
"190PO",190,"PO","84",0,NA,"0+",NA,NA
"191TL",191,"TL","81",0,NA,"(1/2+)",NA,NA
"191TL",191,"TL","81",299,7,"9/2(-)",NA,NA
"191TL",191,"TL","81",0,NA,"(1/2+)",NA,NA
"191TL",191,"TL","81",341.2,2,"(3/2+)",NA,NA
"191PB",191,"PB","82",0,NA,"(3/2-)","1.33 M",8
"191PB",191,"PB","82",597,10,"(3/2-)",NA,NA
"191PB",191,"PB","82",NA,NA,"(13/2+)",NA,NA
"191PB",191,"PB","82",NA,10,"(13/2+)",NA,NA
"191BI",191,"BI","83",241,4,"(1/2+)","125 MS",13
"191BI",191,"BI","83",0,NA,"(9/2-)","12.4 S",3
"191BI",191,"BI","83",148.7,5,"(7/2-)","10 NS",NA
"191PO",191,"PO","84",0,NA,"(3/2-)","22 MS",1
"191PO",191,"PO","84",40,15,"(13/2+)","93 MS",3
"192TL",192,"TL","81",178,40,"(3+)",NA,NA
"192TL",192,"TL","81",491,40,"(10-)",NA,NA
"192PB",192,"PB","82",0,NA,"0+","3.5 M",1
"192PB",192,"PB","82",767,NA,"0+","0.75 NS",10
"192PB",192,"PB","82",854,NA,"2+",NA,NA
"192BI",192,"BI","83",0,NA,"(3+)",NA,NA
"192PO",192,"PO","84",0,NA,"0+",NA,NA
"193TL",193,"TL","81",0,NA,"1/2(+)","21.6 M",8
"193PB",193,"PB","82",0,NA,"(3/2-)",NA,NA
"193PB",193,"PB","82",NA,NA,"(13/2+)","5.8 M",2
"193PB",193,"PB","82",NA,NA,"(13/2+)",NA,NA
"193BI",193,"BI","83",0,NA,"(9/2-)","63.6 S",30
"193BI",193,"BI","83",308,7,"(1/2+)","3.12 S",26
"193PO",193,"PO","84",0,NA,"(3/2-)","388 MS",40
"193PO",193,"PO","84",100,6,"(13/2+)","245 MS",11
"194PB",194,"PB","82",0,NA,"0+",NA,NA
"194PB",194,"PB","82",930.7,2,"0+",NA,NA
"194BI",194,"BI","83",0,NA,"(3+)",NA,NA
"194BI",194,"BI","83",218,1,NA,NA,NA
"194BI",194,"BI","83",396,1,NA,NA,NA
"194BI",194,"BI","83",NA,NA,"(10-)",NA,NA
"194PO",194,"PO","84",0,NA,"0+",NA,NA
"194PO",194,"PO","84",319,10,"2+",NA,NA
"195TL",195,"TL","81",0,NA,"1/2+","1.16 H",5
"195PB",195,"PB","82",0,NA,"(3/2-)","15 M",NA
"195PB",195,"PB","82",201,5,"(13/2+)","15.0 M",12
"195BI",195,"BI","83",0,NA,"[9/2-]",NA,NA
"195BI",195,"BI","83",401,NA,"[1/2+]","87 S",1
"195PO",195,"PO","84",0,NA,"(3/2-)",NA,NA
"195PO",195,"PO","84",230,NA,"(13/2+)",NA,NA
"195AT",195,"AT","85",0,NA,"(1/2+)","290 MS",20
"195AT",195,"AT","85",32,7,"(7/2-)","143 MS",3
"196PB",196,"PB","82",0,NA,"0+","37 M",3
"196BI",196,"BI","83",0,NA,"(3+)",NA,NA
"196BI",196,"BI","83",0,NA,"(3+)",NA,NA
"196BI",196,"BI","83",167,4,"(7+)",NA,NA
"196BI",196,"BI","83",269,4,"(10-)",NA,NA
"196BI",196,"BI","83",269,4,"(10-)",NA,NA
"196PO",196,"PO","84",0,NA,"0+","5.5 S",5
"196PO",196,"PO","84",463,1,"2+",NA,NA
"196PO",196,"PO","84",558,7,"0+",NA,NA
"196AT",196,"AT","85",0,NA,"(3+)","0.388 S",7
"197TL",197,"TL","81",0,NA,"1/2+",NA,NA
"197PB",197,"PB","82",0,NA,"3/2-","8.1 M",17
"197PB",197,"PB","82",84.9,2,"5/2-",NA,NA
"197PB",197,"PB","82",319.31,11,"13/2+","42.9 M",9
"197BI",197,"BI","83",0,NA,"(9/2-)",NA,NA
"197PO",197,"PO","84",0,NA,"(3/2-)","84 S",16
"197PO",197,"PO","84",130,NA,"(5/2-)",NA,NA
"197PO",197,"PO","84",204,NA,"(13/2+)","32 S",2
"197AT",197,"AT","85",0,NA,"(9/2-)",NA,NA
"198HG",198,"HG","80",0,NA,"0+",NA,NA
"198PB",198,"PB","82",0,NA,"0+",NA,NA
"198BI",198,"BI","83",0,NA,"(2+,3+)","10.3 M",3
"198BI",198,"BI","83",164,10,NA,NA,NA
"198BI",198,"BI","83",303,15,NA,NA,NA
"198BI",198,"BI","83",NA,NA,"7+","11.6 M",3
"198BI",198,"BI","83",NA,5,"(10-)","7.7 S",5
"198PO",198,"PO","84",0,NA,"0+","1.760 M",24
"198PO",198,"PO","84",604.94,10,"2+",NA,NA
"198PO",198,"PO","84",816,10,"0+","0.4 NS",NA
"198AT",198,"AT","85",0,NA,"(3+)","4.2 S",2
"198AT",198,"AT","85",NA,NA,"(10-)","1.21 S",6
"198RN",198,"RN","86",0,NA,"0+","3.8 MS",NA
"199PB",199,"PB","82",0,NA,"3/2-","90 M",10
"199PB",199,"PB","82",NA,NA,"(5/2-)",NA,NA
"199BI",199,"BI","83",0,NA,"9/2-",NA,NA
"199PO",199,"PO","84",0,NA,"(3/2-)",NA,NA
"199PO",199,"PO","84",72,NA,"(5/2-)",NA,NA
"199PO",199,"PO","84",310,2,"(13/2+)",NA,NA
"199AT",199,"AT","85",0,NA,"(9/2-)",NA,NA
"199AT",199,"AT","85",NA,NA,"(1/2+)",NA,NA
"199RN",199,"RN","86",0,NA,"(3/2-)",NA,NA
"199RN",199,"RN","86",180,70,"(13/2+)",NA,NA
"200PB",200,"PB","82",0,NA,"0+",NA,NA
"200BI",200,"BI","83",0,NA,"7+","36.4 M",5
"200PO",200,"PO","84",0,NA,"0+","11.51 M",8
"200AT",200,"AT","85",0,NA,"(3+)","43 S",1
"200AT",200,"AT","85",113,1,"(2,4)+",NA,NA
"200AT",200,"AT","85",0,NA,"(3+)","43 S",1
"200AT",200,"AT","85",113,5,"(7+)","47 S",1
"200AT",200,"AT","85",344,5,"(10-)","7.3 S",NA
"200RN",200,"RN","86",0,NA,"0+",NA,NA
"201PB",201,"PB","82",0,NA,"5/2-","9.33 H",3
"201BI",201,"BI","83",0,NA,"9/2-","103 M",3
"201PO",201,"PO","84",0,NA,"3/2-","15.6 M",1
"201PO",201,"PO","84",6.3,23,"5/2-",NA,NA
"201PO",201,"PO","84",142,3,"(1/2-)",NA,NA
"201AT",201,"AT","85",0,NA,"(9/2-)","85.2 S",16
"201RN",201,"RN","86",0,NA,"(3/2-)","7.1 S",8
"201RN",201,"RN","86",NA,NA,"(13/2+)","3.8 S",1
"202PB",202,"PB","82",0,NA,"0+",NA,NA
"202BI",202,"BI","83",0,NA,"5+",NA,NA
"202BI",202,"BI","83",7,5,"(7+)",NA,NA
"202BI",202,"BI","83",41.3,9,"(4+)",NA,NA
"202BI",202,"BI","83",68,3,"(5)+",NA,NA
"202PO",202,"PO","84",0,NA,"0+",NA,NA
"202AT",202,"AT","85",0,NA,"(2+,3+)","184 S",1
"202AT",202,"AT","85",NA,NA,"(7+)","182 S",2
"202AT",202,"AT","85",NA,NA,"(10-)","0.46 S",5
"202RN",202,"RN","86",0,NA,"0+","9.7 S",1
"202FR",202,"FR","87",0,NA,"(3+)","0.30 S",5
"202FR",202,"FR","87",NA,NA,"(10-)","0.29 S",5
"203PB",203,"PB","82",0,NA,"5/2-",NA,NA
"203BI",203,"BI","83",0,NA,"9/2-",NA,NA
"203PO",203,"PO","84",0,NA,"5/2-","36.7 M",5
"203PO",203,"PO","84",60,3,"3/2-",NA,NA
"203PO",203,"PO","84",134,4,"(1/2-)",NA,NA
"203AT",203,"AT","85",0,NA,"9/2-","7.4 M",2
"203RN",203,"RN","86",0,NA,"(3/2-)","44 S",2
"203RN",203,"RN","86",362,5,"(13/2+)","26.9 S",5
"203FR",203,"FR","87",0,NA,"(9/2-)","0.55 S",1
"204PB",204,"PB","82",0,NA,"0+",NA,NA
"204PB",204,"PB","82",899.166,25,"2+",NA,NA
"204BI",204,"BI","83",0,NA,"6+",NA,NA
"204BI",204,"BI","83",5.55,5,"5+",NA,NA
"204BI",204,"BI","83",15.08,7,"4+",NA,NA
"204BI",204,"BI","83",53.4,20,"7+",NA,NA
"204PO",204,"PO","84",0,NA,"0+",NA,NA
"204PO",204,"PO","84",684.341,10,"2+",NA,NA
"204AT",204,"AT","85",0,NA,"7+","9.12 M",11
"204RN",204,"RN","86",0,NA,"0+",NA,NA
"204FR",204,"FR","87",0,NA,"(3+)","1.8 S",3
"204FR",204,"FR","87",316,7,"(10-)","0.8 S",2
"205TL",205,"TL","81",0,NA,"1/2+",NA,NA
"205TL",205,"TL","81",204,NA,"3/2+",NA,NA
"205PB",205,"PB","82",0,NA,"5/2-","1.73E+7 Y",7
"205PB",205,"PB","82",2.3,15,"1/2-","24.2 US",4
"205PB",205,"PB","82",262.8,10,"3/2-",NA,NA
"205PB",205,"PB","82",586,17,"3/2-",NA,NA
"205PB",205,"PB","82",790,17,"5/2-",NA,NA
"205BI",205,"BI","83",2951.16,16,"5/2-",NA,NA
"205BI",205,"BI","83",0,NA,"9/2-",NA,NA
"205PO",205,"PO","84",0,NA,"5/2-","1.74 H",8
"205PO",205,"PO","84",144,4,"1/2-","310 NS",60
"205PO",205,"PO","84",155,4,"3/2-",NA,NA
"205PO",205,"PO","84",386,4,"(3/2-)",NA,NA
"205AT",205,"AT","85",0,NA,"9/2-","26.9 M",8
"205RN",205,"RN","86",0,NA,"5/2-","170 S",4
"205RN",205,"RN","86",387,5,NA,NA,NA
"205RN",205,"RN","86",633.7,11,NA,NA,NA
"205FR",205,"FR","87",0,NA,"(9/2-)","3.92 S",4
"205RA",205,"RA","88",NA,NA,"(13/2+)","170 MS",NA
"206HG",206,"HG","80",0,NA,"0+","8.32 M",7
"206TL",206,"TL","81",265.832,5,"2-","2.29 NS",14
"206TL",206,"TL","81",304.896,6,"1-","4.2 PS",14
"206TL",206,"TL","81",0,NA,"0-","4.202 M",11
"206TL",206,"TL","81",265.6,4,"2-","2.29 NS",14
"206TL",206,"TL","81",304.9,4,"1-","4.2 PS",14
"206TL",206,"TL","81",634.5,4,"2-",NA,NA
"206TL",206,"TL","81",649.4,4,"1-",NA,NA
"206TL",206,"TL","81",801.1,7,"(3)-",NA,NA
"206TL",206,"TL","81",951.6,11,"4-",NA,NA
"206TL",206,"TL","81",998,4,"2-,3-",NA,NA
"206TL",206,"TL","81",1117.3,7,"1-,2-",NA,NA
"206PB",206,"PB","82",0,NA,"0+","STABLE",NA
"206PB",206,"PB","82",803.049,25,"2+","1 NS",NA
"206BI",206,"BI","83",1600.15,4,"(1)+",NA,NA
"206BI",206,"BI","83",0,NA,"6+","6.243 D",3
"206BI",206,"BI","83",59.908,18,"4+","7.7 US",2
"206BI",206,"BI","83",70.75,3,"(3)+",NA,NA
"206BI",206,"BI","83",82.802,22,"(5)+",NA,NA
"206BI",206,"BI","83",140,10,"7+",NA,NA
"206BI",206,"BI","83",166.1,9,"5+",NA,NA
"206BI",206,"BI","83",282,4,"(4+,5+)",NA,NA
"206BI",206,"BI","83",352.69,3,"(3,4)+",NA,NA
"206PO",206,"PO","84",0,NA,"0+","8.8 D",1
"206PO",206,"PO","84",700.66,3,"2+",NA,NA
"206AT",206,"AT","85",0,NA,"(5+)",NA,NA
"206AT",206,"AT","85",126.3,10,NA,NA,NA
"206AT",206,"AT","85",137.57,23,NA,NA,NA
"206AT",206,"AT","85",148,10,NA,NA,NA
"206AT",206,"AT","85",201,4,NA,NA,NA
"206AT",206,"AT","85",322.3,10,NA,NA,NA
"206AT",206,"AT","85",340.4,10,NA,NA,NA
"206AT",206,"AT","85",444.2,5,NA,NA,NA
"206AT",206,"AT","85",657.3,3,NA,NA,NA
"206RN",206,"RN","86",0,NA,"0+","5.67 M",17
"206RN",206,"RN","86",575.3,10,"2+",NA,NA
"206FR",206,"FR","87",0,NA,NA,"16 S",NA
"206RA",206,"RA","88",0,NA,"0+",NA,NA
"207TL",207,"TL","81",0,NA,"1/2+","4.77 M",3
"207TL",207,"TL","81",351.06,4,"3/2+","30 PS",7
"207TL",207,"TL","81",1348.1,3,"11/2-","1.33 S",11
"207PB",207,"PB","82",0,NA,"1/2-",NA,NA
"207PB",207,"PB","82",569.64,10,"5/2-",NA,NA
"207PB",207,"PB","82",897.81,10,"3/2-",NA,NA
"207PB",207,"PB","82",1633.31,10,"13/2+","0.806 S",5
"207PB",207,"PB","82",0,NA,"1/2-",NA,NA
"207PB",207,"PB","82",569.7028,20,"5/2-",NA,NA
"207PB",207,"PB","82",897.77,12,"3/2-",NA,NA
"207PB",207,"PB","82",1633.4,10,"13/2+",NA,NA
"207BI",207,"BI","83",0,NA,"9/2-","31.55 Y",4
"207BI",207,"BI","83",669.76,9,"11/2-",NA,NA
"207BI",207,"BI","83",742.75,9,"7/2-",NA,NA
"207BI",207,"BI","83",892.45,9,"9/2-",NA,NA
"207BI",207,"BI","83",992.43,7,"7/2-",NA,NA
"207PO",207,"PO","84",0,NA,"5/2-","5.80 H",2
"207PO",207,"PO","84",68.5,1,"1/2-","205 NS",10
"207PO",207,"PO","84",236.4,1,"3/2-",NA,NA
"207PO",207,"PO","84",392,4,"3/2-",NA,NA
"207PO",207,"PO","84",586,4,"7/2-",NA,NA
"207PO",207,"PO","84",685,4,"5/2-",NA,NA
"207PO",207,"PO","84",811,4,"9/2-",NA,NA
"207AT",207,"AT","85",0,NA,"9/2-","1.81 H",3
"207AT",207,"AT","85",344.5,20,"7/2-",NA,NA
"207AT",207,"AT","85",643.9,5,"11/2-",NA,NA
"207AT",207,"AT","85",686.7,6,"13/2-",NA,NA
"207RN",207,"RN","86",0,NA,"5/2-","9.25 M",17
"207RN",207,"RN","86",120.03,9,"3/2-",NA,NA
"207RN",207,"RN","86",267,9,NA,NA,NA
"207RN",207,"RN","86",282.97,9,"(1/2-,3/2-)",NA,NA
"207RN",207,"RN","86",596.1,3,NA,NA,NA
"207RN",207,"RN","86",601.6,3,NA,NA,NA
"207RN",207,"RN","86",665,10,"9/2-",NA,NA
"207FR",207,"FR","87",0,NA,"9/2-","14.8 S",1
"207RA",207,"RA","88",0,NA,"(3/2-,5/2-)","1.35 S",NA
"208TL",208,"TL","81",0,NA,"5+","3.053 M",4
"208TL",208,"TL","81",39.857,4,"4+","6.5 PS",8
"208TL",208,"TL","81",328.04,4,"5+","0.1 PS",NA
"208TL",208,"TL","81",473.4,4,"(4+)",NA,NA
"208TL",208,"TL","81",492.84,4,"(3+)",NA,NA
"208TL",208,"TL","81",621,NA,"(6+)",NA,NA
"208TL",208,"TL","81",759,NA,NA,NA,NA
"208TL",208,"TL","81",803,NA,NA,NA,NA
"208TL",208,"TL","81",0,NA,"5+",NA,NA
"208TL",208,"TL","81",39.857,4,"4+",NA,NA
"208TL",208,"TL","81",328.04,4,"5+",NA,NA
"208TL",208,"TL","81",621,3,"(6+)",NA,NA
"208PB",208,"PB","82",0,NA,"0+",NA,NA
"208PB",208,"PB","82",0,NA,"0+",NA,NA
"208PB",208,"PB","82",0,NA,"0+",NA,NA
"208PB",208,"PB","82",2607,14,"3-",NA,NA
"208PB",208,"PB","82",3195,13,"5-",NA,NA
"208BI",208,"BI","83",0,NA,"5+","3.68E5 Y",4
"208BI",208,"BI","83",62.6,3,"4+",NA,NA
"208BI",208,"BI","83",510.7,6,"6+",NA,NA
"208BI",208,"BI","83",600.8,4,"4+",NA,NA
"208BI",208,"BI","83",632.1,5,"3+",NA,NA
"208BI",208,"BI","83",888,2,"5+",NA,NA
"208BI",208,"BI","83",928.7,12,"2+",NA,NA
"208BI",208,"BI","83",1067.6,8,"3+",NA,NA
"208BI",208,"BI","83",0,NA,"5+","3.68E5 Y",4
"208BI",208,"BI","83",62.94,5,"4+",NA,NA
"208BI",208,"BI","83",509.6,6,"6+",NA,NA
"208BI",208,"BI","83",600.6,15,"4+",NA,NA
"208BI",208,"BI","83",627.7,7,"5+",NA,NA
"208BI",208,"BI","83",649.1,9,"7+",NA,NA
"208BI",208,"BI","83",883,2,"5+",NA,NA
"208BI",208,"BI","83",958.7,15,"4+",NA,NA
"208BI",208,"BI","83",1095.8,8,"6+",NA,NA
"208PO",208,"PO","84",0,NA,"0+",NA,NA
"208PO",208,"PO","84",686.53,2,"2+",NA,NA
"208AT",208,"AT","85",0,NA,"6+","1.63 H",3
"208AT",208,"AT","85",23.48,7,"(5)+",NA,NA
"208AT",208,"AT","85",63.65,10,"(4)+",NA,NA
"208AT",208,"AT","85",71.82,16,"7+",NA,NA
"208AT",208,"AT","85",113.75,19,"(3)+",NA,NA
"208AT",208,"AT","85",147.93,8,"5+",NA,NA
"208AT",208,"AT","85",208.3,3,"(4,5)+",NA,NA
"208AT",208,"AT","85",227.17,8,"(4+,5,6+)",NA,NA
"208AT",208,"AT","85",237.24,13,"(4)+",NA,NA
"208AT",208,"AT","85",283.56,10,"(4+,5+)",NA,NA
"208AT",208,"AT","85",334.69,8,"(4+,5,6+)",NA,NA
"208AT",208,"AT","85",429.44,14,NA,NA,NA
"208AT",208,"AT","85",588.15,15,"(4+,5,6+)",NA,NA
"208AT",208,"AT","85",681.7,5,NA,NA,NA
"208RN",208,"RN","86",0,NA,"0+","24.35 M",14
"208RN",208,"RN","86",635.1,2,"2+",NA,NA
"208FR",208,"FR","87",0,NA,NA,NA,NA
"208RA",208,"RA","88",0,NA,"0+",NA,NA
"208AC",208,"AC","89",0,NA,"(3+)",NA,NA
"209TL",209,"TL","81",0,NA,"1/2+",NA,NA
"209TL",209,"TL","81",323.7,2,"3/2+",NA,NA
"209PB",209,"PB","82",0,NA,"9/2+",NA,NA
"209PB",209,"PB","82",778.8,3,"11/2+",NA,NA
"209BI",209,"BI","83",0,NA,"9/2-",NA,NA
"209PO",209,"PO","84",0,NA,"1/2-",NA,NA
"209PO",209,"PO","84",545,10,"5/2-",NA,NA
"209PO",209,"PO","84",854,20,"3/2-",NA,NA
"209AT",209,"AT","85",0,NA,"9/2-",NA,NA
"209AT",209,"AT","85",408.2,2,"7/2-",NA,NA
"209AT",209,"AT","85",577.1,2,"11/2-",NA,NA
"209RN",209,"RN","86",0,NA,"5/2-",NA,NA
"209RN",209,"RN","86",110.26,9,"1/2-",NA,NA
"209RN",209,"RN","86",214.94,9,"3/2-",NA,NA
"209RN",209,"RN","86",328.3,9,"3/2-",NA,NA
"209RN",209,"RN","86",511.32,14,"(1/2,3/2,5/2)-",NA,NA
"209RN",209,"RN","86",0,NA,"5/2-",NA,NA
"209RN",209,"RN","86",110.1,1,"1/2-",NA,NA
"209RN",209,"RN","86",214.7,2,"3/2-",NA,NA
"209RN",209,"RN","86",0,NA,"5/2-",NA,NA
"209RN",209,"RN","86",110.1,1,"1/2-",NA,NA
"209RN",209,"RN","86",214.7,2,"3/2-",NA,NA
"209FR",209,"FR","87",0,NA,"9/2-","50.5 S",7
"209RA",209,"RA","88",0,NA,"5/2-","4.8 S",2
"209AC",209,"AC","89",0,NA,"(9/2-)","0.087 S",NA
"210TL",210,"TL","81",0,NA,"(5+)","1.30 M",3
"210TL",210,"TL","81",62.5,NA,"(4+)",NA,NA
"210TL",210,"TL","81",253.6,NA,"(4+,5+)",NA,NA
"210TL",210,"TL","81",334,NA,"(6+)",NA,NA
"210TL",210,"TL","81",498,NA,"(4+,5+)",NA,NA
"210TL",210,"TL","81",582,NA,"(3+)",NA,NA
"210PB",210,"PB","82",0,NA,"0+",NA,NA
"210PB",210,"PB","82",799.7,2,"2+",NA,NA
"210PB",210,"PB","82",1097.7,10,"4+",NA,NA
"210BI",210,"BI","83",0,NA,"1-","5.012 D",5
"210BI",210,"BI","83",319.8,4,"2-",NA,NA
"210BI",210,"BI","83",347.8,4,"3-",NA,NA
"210BI",210,"BI","83",563.1,6,"1-",NA,NA
"210BI",210,"BI","83",0,NA,"1-","5.012 D",NA
"210BI",210,"BI","83",271.2,5,"9-",NA,NA
"210BI",210,"BI","83",433.4,5,"7-",NA,NA
"210BI",210,"BI","83",439.1,5,"5-",NA,NA
"210BI",210,"BI","83",669,9,"10-",NA,NA
"210PO",210,"PO","84",0,NA,"0+","138.376 D",2
"210PO",210,"PO","84",0,NA,"0+","138.376 D",2
"210PO",210,"PO","84",0,NA,"0+","138.376 D",2
"210PO",210,"PO","84",1556.8,2,"8+",NA,NA
"210AT",210,"AT","85",0,NA,"(5)+","8.1 H",4
"210AT",210,"AT","85",70,7,"(4)+",NA,NA
"210AT",210,"AT","85",498,10,"(4)+",NA,NA
"210AT",210,"AT","85",597,NA,NA,NA,NA
"210AT",210,"AT","85",837,10,NA,NA,NA
"210AT",210,"AT","85",1039,10,"(3)+",NA,NA
"210AT",210,"AT","85",0,NA,"(5)+","8.1 H",4
"210AT",210,"AT","85",72.77,18,"(4)+",NA,NA
"210AT",210,"AT","85",496.2,5,"(4)+",NA,NA
"210AT",210,"AT","85",507.38,19,"(6)+",NA,NA
"210AT",210,"AT","85",531.1,4,"(3)+",NA,NA
"210AT",210,"AT","85",576.7,3,"(7)+",NA,NA
"210AT",210,"AT","85",594,7,NA,NA,NA
"210AT",210,"AT","85",603.5,5,NA,NA,NA
"210AT",210,"AT","85",847.11,25,NA,NA,NA
"210AT",210,"AT","85",966.2,6,NA,NA,NA
"210AT",210,"AT","85",1228,7,NA,NA,NA
"210RN",210,"RN","86",0,NA,"0+","2.4 H",1
"210RN",210,"RN","86",642.8,9,"2+",NA,NA
"210RN",210,"RN","86",0,NA,"0+",NA,NA
"210RN",210,"RN","86",643.7,7,"2+",NA,NA
"210RN",210,"RN","86",1709,30,"8+","644 NS",40
"210FR",210,"FR","87",0,NA,"6+","3.18 M",6
"210FR",210,"FR","87",62.68,6,NA,NA,NA
"210FR",210,"FR","87",138.96,7,"(5,6,7)+",NA,NA
"210FR",210,"FR","87",195.55,8,NA,NA,NA
"210FR",210,"FR","87",209.06,7,NA,NA,NA
"210FR",210,"FR","87",225.14,10,NA,NA,NA
"210FR",210,"FR","87",244.2,7,"(5,6,7)+",NA,NA
"210FR",210,"FR","87",333,10,NA,NA,NA
"210FR",210,"FR","87",339.5,10,NA,NA,NA
"210FR",210,"FR","87",346.4,10,NA,NA,NA
"210FR",210,"FR","87",363.69,9,"(4 TO 8)+",NA,NA
"210FR",210,"FR","87",444.2,20,NA,NA,NA
"210FR",210,"FR","87",525.71,7,"(4 TO 8)+",NA,NA
"210FR",210,"FR","87",601.4,20,NA,NA,NA
"210FR",210,"FR","87",622.5,20,NA,NA,NA
"210FR",210,"FR","87",713.4,7,NA,NA,NA
"210FR",210,"FR","87",753.7,7,NA,NA,NA
"210RA",210,"RA","88",0,NA,"0+","3.7 S",2
"210AC",210,"AC","89",0,NA,NA,"0.35 S",5
"211PB",211,"PB","82",0,NA,"9/2+",NA,NA
"211PB",211,"PB","82",438.9,2,"(7/2+)",NA,NA
"211PB",211,"PB","82",584,NA,NA,NA,NA
"211PB",211,"PB","82",598,NA,"(5/2+)",NA,NA
"211PB",211,"PB","82",643,NA,"11/2+",NA,NA
"211PB",211,"PB","82",733,NA,"(13/2+)",NA,NA
"211PB",211,"PB","82",762,NA,"(3/2+)",NA,NA
"211PB",211,"PB","82",815,NA,"(9/2+)",NA,NA
"211PB",211,"PB","82",894,NA,"(11/2+)",NA,NA
"211BI",211,"BI","83",0,NA,"9/2-",NA,NA
"211BI",211,"BI","83",408,NA,"7/2-",NA,NA
"211PO",211,"PO","84",0,NA,"9/2+",NA,NA
"211AT",211,"AT","85",0,NA,"9/2-",NA,NA
"211AT",211,"AT","85",0,NA,"9/2-",NA,NA
"211AT",211,"AT","85",0,NA,"9/2-",NA,NA
"211AT",211,"AT","85",0,NA,"9/2-",NA,NA
"211AT",211,"AT","85",0,NA,"9/2-",NA,NA
"211RN",211,"RN","86",0,NA,"1/2-",NA,NA
"211RN",211,"RN","86",539.6,2,"5/2-",NA,NA
"211RN",211,"RN","86",833.5,3,"(3/2-)",NA,NA
"211FR",211,"FR","87",0,NA,"9/2-",NA,NA
"211FR",211,"FR","87",395.82,9,"(7/2-)",NA,NA
"211FR",211,"FR","87",505.9,18,"(5/2-)",NA,NA
"211FR",211,"FR","87",583.2,10,"(11/2-)",NA,NA
"211FR",211,"FR","87",633.09,18,"(5/2-)",NA,NA
"211FR",211,"FR","87",652.6,20,"(13/2-)",NA,NA
"211FR",211,"FR","87",738.9,3,"(7/2-)",NA,NA
"211RA",211,"RA","88",0,NA,"5/2(-)","13 S",2
"211RA",211,"RA","88",133.86,10,"(1/2-)",NA,NA
"211RA",211,"RA","88",194.54,13,"(3/2-)",NA,NA
"211RA",211,"RA","88",295.1,3,"(3/2-)",NA,NA
"211AC",211,"AC","89",0,NA,"9/2-","0.21 S",3
"212PB",212,"PB","82",0,NA,"0+",NA,NA
"212PB",212,"PB","82",804.9,2,"(2+)",NA,NA
"212BI",212,"BI","83",0,NA,"1(-)",NA,NA
"212BI",212,"BI","83",115.2,1,"2(-)",NA,NA
"212BI",212,"BI","83",196,16,NA,NA,NA
"212BI",212,"BI","83",213.1,2,"(3-)",NA,NA
"212BI",212,"BI","83",238.632,2,"0(-)",NA,NA
"212BI",212,"BI","83",250.7,5,"(4-)",NA,NA
"212BI",212,"BI","83",338,16,NA,NA,NA
"212BI",212,"BI","83",415.2,4,"1(-)",NA,NA
"212BI",212,"BI","83",417.9,2,NA,NA,NA
"212BI",212,"BI","83",494.5,4,NA,NA,NA
"212BI",212,"BI","83",573,16,NA,NA,NA
"212BI",212,"BI","83",573,16,NA,NA,NA
"212BI",212,"BI","83",250,NA,"(8-, 9-)","25.0 M",2
"212PO",212,"PO","84",0,NA,"0+",NA,NA
"212AT",212,"AT","85",0,NA,"(1-)","0.314 S",2
"212AT",212,"AT","85",160.3,1,"(2-)",NA,NA
"212AT",212,"AT","85",205.3,2,"(3-)",NA,NA
"212AT",212,"AT","85",205.3,2,"(3-)",NA,NA
"212RN",212,"RN","86",0,NA,"0+",NA,NA
"212FR",212,"FR","87",0,NA,"5+","20.0 M",6
"212FR",212,"FR","87",82.4,4,"(4+)",NA,NA
"212FR",212,"FR","87",0,NA,"5+","20.0 M",6
